"ID";"od";"dd";"size";"price";"a6";"a7";"a8";"a9";"tax"
476406;"2013-03-28";"2013-05-20";"M";89.9;4;"1971-11-19";8;0;17.08
216090;"2012-09-17";"2012-09-20";"xl";29.9;4;"1979-07-12";1;0;5.68
196459;"2012-09-07";"2012-09-10";"s";99.9;4;"1958-06-10";8;1;18.98
67439;"2012-05-24";"2012-05-29";"m";69.9;4;"1962-01-25";8;0;13.28
136391;"2012-07-14";"2012-08-30";"l";24.9;4;"1967-02-05";8;0;4.73
289425;"2012-11-27";"2012-11-28";"XL";79.9;4;"1973-01-11";16;1;15.18
451454;"2013-03-16";"2013-06-21";"L";79.9;4;"?";1;0;15.18
177087;"2012-08-22";"2012-08-23";"xxl";19.9;4;"1968-05-23";8;0;3.78
411627;"2013-02-28";"2013-03-05";"M";59.9;4;"1965-06-23";11;0;11.38
359315;"2013-01-22";"2013-02-27";"XL";29.9;4;"1984-06-05";8;1;5.68
371505;"2013-01-30";"2013-01-31";"S";49.9;4;"?";8;1;9.48
446543;"2013-03-13";"2013-04-04";"L";29.9;4;"?";8;0;5.68
1252;"2012-04-03";"2012-04-05";"l";49.9;4;"?";11;1;9.48
75375;"2012-05-30";"2012-06-04";"xl";24.9;4;"1962-05-24";8;1;4.73
199418;"2012-09-10";"2012-09-12";"l";24.9;3;"1975-06-23";16;0;4.73
339775;"2013-01-13";"2013-01-28";"XL";59.9;4;"1961-07-12";8;0;11.38
242705;"2012-10-09";"?";"xl";149.9;4;"1971-03-12";2;0;28.48
272183;"2012-11-02";"2012-12-20";"XL";89.9;4;"1966-09-15";8;1;17.08
155705;"2012-08-06";"2012-08-08";"xl";59.9;4;"1968-07-08";8;1;11.38
399578;"2013-02-22";"2013-02-25";"M";19.9;4;"1951-10-25";7;0;3.78
142539;"2012-07-25";"2012-07-26";"l";16.9;4;"1966-01-12";1;1;3.21
204723;"2012-09-14";"2012-09-17";"l";69.9;4;"1957-10-07";1;1;13.28
44385;"2012-05-07";"?";"l";16.9;4;"1962-12-23";15;0;3.21
392517;"2013-02-17";"2013-05-01";"XL";21.9;4;"1958-03-10";2;0;4.16
177684;"2012-08-22";"2012-08-27";"l";89.9;4;"1968-02-17";10;1;17.08
19872;"2012-04-15";"2012-04-17";"l";24.9;4;"1956-02-17";8;0;4.73
20118;"2012-04-15";"2012-04-30";"xl";79.9;4;"1963-08-15";2;1;15.18
460012;"2013-03-20";"2013-06-21";"XXL";79.9;4;"1964-11-28";2;1;15.18
185076;"2012-08-28";"2012-08-29";"xxl";29.9;4;"1974-07-22";8;0;5.68
395869;"2013-02-19";"2013-02-21";"XL";24.9;4;"1963-05-25";10;0;4.73
440426;"2013-03-10";"2013-04-09";"L";29.9;4;"1949-11-19";3;0;5.68
221271;"2012-09-20";"2012-11-23";"xl";99.9;4;"1972-04-20";2;1;18.98
295298;"2012-12-06";"2012-12-07";"M";249.95;4;"?";15;0;47.49
36035;"2012-04-28";"2012-05-01";"s";59.9;4;"1956-12-16";2;0;11.38
77161;"2012-06-01";"2012-06-04";"l";29.9;4;"1975-01-29";8;0;5.68
366905;"2013-01-27";"2013-01-30";"L";59.9;4;"1979-03-16";4;0;11.38
240134;"2012-10-06";"2012-10-09";"xxl";99.9;4;"1968-12-29";10;1;18.98
343738;"2013-01-15";"2013-04-04";"S";79.9;4;"1974-03-28";2;0;15.18
458713;"2013-03-19";"2013-04-09";"L";99.9;4;"1966-06-29";1;1;18.98
252105;"2012-10-16";"2012-10-22";"m";79.9;4;"1955-11-24";8;1;15.18
237353;"2012-10-03";"2012-10-04";"m";19.9;4;"1963-01-22";1;0;3.78
286676;"2012-11-23";"2012-11-27";"L";119.9;4;"1961-04-15";11;1;22.78
330544;"2013-01-11";"2013-01-14";"L";69.9;4;"1977-12-17";13;1;13.28
136271;"2012-07-14";"2012-07-23";"m";19.9;4;"1956-03-12";16;1;3.78
471496;"2013-03-26";"2013-03-28";"M";79.9;4;"?";3;1;15.18
327096;"2013-01-10";"2013-01-11";"XXL";59.9;4;"1976-03-11";1;0;11.38
298526;"2012-12-10";"2012-12-13";"M";59.9;4;"1965-08-09";4;1;11.38
315343;"2012-12-31";"2013-01-03";"XL";39.9;4;"1960-12-04";7;0;7.58
446976;"2013-03-14";"2013-03-18";"XXL";29.9;4;"1970-06-27";1;0;5.68
194359;"2012-09-05";"2012-09-10";"m";39.9;4;"1963-04-26";10;0;7.58
140251;"2012-07-22";"2012-07-25";"l";39.9;4;"1965-01-24";8;0;7.58
44307;"2012-05-06";"2012-05-08";"m";69.9;4;"1960-11-07";11;1;13.28
158338;"2012-08-07";"2012-08-14";"xl";24.9;4;"1962-04-05";10;0;4.73
374973;"2013-02-02";"2013-04-18";"XL";26.9;4;"?";3;0;5.11
50689;"2012-05-12";"2012-05-15";"xxl";19.9;4;"1960-08-14";10;0;3.78
354045;"2013-01-19";"2013-04-09";"M";79.9;4;"?";8;0;15.18
465330;"2013-03-22";"2013-07-01";"M";119.9;4;"1973-04-13";1;1;22.78
93415;"2012-06-17";"2012-06-20";"xl";21.9;4;"1951-01-11";8;1;4.16
52638;"2012-05-14";"2012-05-15";"xl";21.9;4;"1958-05-01";6;0;4.16
27076;"2012-04-21";"2012-04-25";"l";16.9;4;"1959-12-04";2;0;3.21
406459;"2013-02-26";"2013-02-28";"M";29.9;4;"1972-07-17";1;1;5.68
297866;"2012-12-09";"2012-12-11";"xl";23.9;4;"1968-09-18";14;1;4.54
237124;"2012-10-03";"2012-10-04";"xl";119.95;4;"1956-08-30";10;0;22.79
180384;"2012-08-25";"2012-08-28";"xxl";24.9;4;"1962-09-10";10;0;4.73
136508;"2012-07-15";"2012-07-19";"l";24.9;4;"1966-12-12";3;1;4.73
307145;"2012-12-20";"2013-01-01";"XXL";39.9;4;"1963-03-12";8;1;7.58
401270;"2013-02-23";"2013-02-26";"XXL";59.9;4;"1954-07-03";9;0;11.38
47537;"2012-05-09";"2012-05-10";"l";19.9;4;"1963-09-03";10;0;3.78
464021;"2013-03-22";"2013-04-11";"m";89.9;3;"1966-10-09";9;1;17.08
78779;"2012-06-02";"2012-06-06";"xxl";69.9;3;"1965-11-30";3;0;13.28
41990;"2012-05-03";"?";"s";54.9;4;"1958-03-03";8;0;10.43
419564;"2013-03-03";"2013-03-05";"S";16.9;4;"?";7;0;3.21
267201;"2012-10-28";"2012-10-30";"l";49.9;4;"1961-01-22";1;1;9.48
332197;"2013-01-11";"2013-04-01";"xl";29.95;4;"1966-12-31";2;0;5.69
108433;"2012-06-27";"2012-06-28";"l";39.9;4;"1962-02-08";10;1;7.58
358761;"2013-01-21";"2013-01-23";"XXL";24.9;4;"1974-04-18";1;0;4.73
248420;"2012-10-15";"2013-01-04";"m";24.9;4;"1955-05-29";8;0;4.73
464702;"2013-03-22";"2013-03-25";"m";49.9;4;"1993-02-16";1;0;9.48
438960;"2013-03-10";"2013-03-13";"XL";29.9;4;"1967-04-29";10;0;5.68
281528;"2012-11-16";"2012-12-06";"L";189.9;4;"1946-04-15";2;0;36.08
36972;"2012-04-29";"2012-05-02";"xl";39.9;4;"1969-03-16";7;1;7.58
10944;"2012-04-08";"2012-04-11";"xl";21.9;4;"1963-03-03";1;0;4.16
260805;"2012-10-22";"2012-11-13";"xl";69.9;4;"?";1;0;13.28
321607;"2013-01-07";"2013-01-09";"M";24.9;4;"?";13;1;4.73
209730;"2012-09-17";"2012-09-18";"xxl";19.9;4;"1967-12-08";1;0;3.78
427278;"2013-03-05";"2013-04-04";"XXL";119.9;4;"?";5;1;22.78
52399;"2012-05-13";"2012-05-15";"l";59.9;4;"1961-10-22";13;0;11.38
471589;"2013-03-26";"2013-05-10";"XL";26.9;4;"?";2;1;5.11
129872;"2012-07-05";"2012-07-06";"l";59.9;4;"?";10;1;11.38
41161;"2012-05-02";"2012-05-05";"l";39.9;4;"1973-04-05";8;1;7.58
192205;"2012-09-04";"2012-11-05";"m";59.9;4;"1951-12-30";11;1;11.38
59861;"2012-05-19";"2012-05-23";"xxl";49.9;4;"?";1;1;9.48
298023;"2012-12-10";"2012-12-11";"m";59.9;4;"1964-02-04";10;1;11.38
115126;"2012-06-29";"?";"s";44.9;4;"1972-05-04";10;0;8.53
358995;"2013-01-22";"2013-01-24";"L";19.9;4;"1959-05-28";11;1;3.78
69222;"2012-05-26";"2012-05-30";"xxl";14.9;4;"?";1;1;2.83
72066;"2012-05-28";"2012-05-30";"l";69.9;4;"1951-12-02";6;0;13.28
126647;"2012-07-03";"2012-07-05";"s";24.9;4;"1978-01-09";2;0;4.73
383441;"2013-02-09";"2013-02-12";"XXL";59.9;4;"1959-03-23";7;1;11.38
214073;"2012-09-17";"2012-09-18";"xl";59.9;4;"1950-05-23";7;1;11.38
29480;"2012-04-23";"2012-06-26";"l";119.9;4;"1958-09-02";5;1;22.78
55422;"2012-05-16";"2012-05-17";"xl";79.9;4;"1961-10-30";1;1;15.18
244060;"2012-10-09";"2012-10-22";"xl";29.9;4;"1947-04-30";3;1;5.68
471061;"2013-03-26";"2013-04-12";"xxl";99.9;4;"1963-05-16";8;1;18.98
397944;"2013-02-21";"?";"L";69.9;4;"1960-01-07";10;0;13.28
276964;"2012-11-09";"2012-11-16";"M";29.9;4;"1956-12-08";2;1;5.68
35410;"2012-04-27";"2012-05-01";"xl";99.9;4;"1958-10-28";2;1;18.98
235100;"2012-10-01";"2012-10-04";"l";99.9;4;"?";2;1;18.98
167378;"2012-08-13";"2012-08-15";"xl";39.9;4;"?";8;0;7.58
345416;"2013-01-15";"2013-02-04";"m";24.9;4;"1963-08-30";8;1;4.73
261280;"2012-10-22";"2012-10-25";"xl";34.95;4;"1968-03-08";15;0;6.64
261689;"2012-10-23";"2012-11-19";"m";279.9;4;"1964-02-08";7;0;53.18
278403;"2012-11-11";"2012-11-13";"XXXL";34.95;4;"1971-12-12";8;1;6.64
225055;"2012-09-23";"2012-10-15";"xl";59.9;4;"1956-06-13";8;0;11.38
40969;"2012-05-02";"2012-05-04";"l";69.9;4;"1963-03-30";2;1;13.28
449092;"2013-03-15";"2013-05-01";"M";44.9;4;"1986-07-06";7;1;8.53
8027;"2012-04-09";"2012-04-25";"xl";21.9;4;"1966-03-14";2;0;4.16
207180;"2012-09-14";"2012-09-17";"l";26.9;4;"1947-10-22";2;1;5.11
106838;"2012-06-27";"2012-06-28";"xxl";19.9;4;"1957-07-01";16;1;3.78
48392;"2012-05-10";"2012-05-14";"xxl";69.9;4;"1981-04-24";15;0;13.28
244142;"2012-10-09";"2012-10-15";"xxl";39.9;4;"1967-11-26";10;1;7.58
329550;"2013-01-10";"2013-01-16";"XXL";49.9;4;"1958-10-06";7;1;9.48
445172;"2013-03-13";"2013-03-15";"L";89.9;4;"1965-12-16";8;0;17.08
178984;"2012-08-23";"2012-08-27";"xxl";99.9;4;"1962-12-25";2;1;18.98
416964;"2013-03-02";"2013-03-06";"L";49.9;4;"?";2;1;9.48
147209;"2012-08-01";"2012-08-02";"l";69.9;4;"1961-04-22";2;1;13.28
234638;"2012-10-01";"2012-10-04";"l";29.9;4;"1958-06-12";2;1;5.68
67769;"2012-05-25";"2012-05-28";"xl";21.9;4;"1967-05-20";11;0;4.16
396299;"2013-02-20";"2013-04-04";"xl";89.9;4;"1967-06-09";8;1;17.08
335812;"2013-01-12";"2013-01-15";"L";34.9;4;"1965-03-12";8;1;6.63
30382;"2012-04-23";"2012-04-26";"xxl";89.9;4;"1965-11-08";15;1;17.08
216296;"2012-09-17";"2012-11-09";"m";49.9;4;"1975-05-27";10;1;9.48
197965;"2012-09-09";"2012-09-11";"xl";49.9;4;"1966-06-19";1;1;9.48
348277;"2013-01-17";"2013-01-21";"XL";49.9;4;"?";1;0;9.48
333082;"2013-01-11";"2013-02-04";"S";44.9;4;"?";2;1;8.53
203617;"2012-09-14";"2012-09-17";"xl";79.9;4;"1965-01-11";5;1;15.18
150454;"2012-08-03";"2012-08-06";"l";16.9;4;"1952-12-27";2;0;3.21
124319;"2012-06-28";"2012-07-03";"xl";14.9;4;"1981-06-30";7;1;2.83
338518;"2013-01-13";"?";"xl";139.9;4;"1969-10-06";10;0;26.58
433531;"2013-03-07";"2013-03-11";"S";44.9;4;"1968-01-08";8;1;8.53
413040;"2013-03-01";"2013-05-22";"M";49.9;4;"1957-06-24";5;1;9.48
195882;"2012-09-06";"2012-10-15";"xxl";59.9;4;"?";10;0;11.38
38742;"2012-04-30";"2012-05-03";"xxl";89.9;4;"1900-11-19";10;0;17.08
405768;"2013-02-26";"2013-04-26";"l";74.9;4;"1964-01-06";1;1;14.23
35655;"2012-04-27";"2012-05-01";"xl";69.9;4;"?";1;0;13.28
55377;"2012-05-16";"2012-05-23";"l";14.9;4;"1970-04-04";16;1;2.83
325366;"2013-01-09";"2013-04-04";"M";79.9;4;"1964-10-11";7;1;15.18
157494;"2012-08-07";"2012-08-08";"s";49.9;4;"1964-04-14";7;0;9.48
87294;"2012-06-11";"2012-06-13";"m";49.9;4;"1979-09-04";4;1;9.48
196342;"2012-09-07";"2012-09-10";"xxl";24.9;4;"1960-09-13";1;1;4.73
419790;"2013-03-03";"2013-03-05";"M";69.9;4;"?";3;0;13.28
171365;"2012-08-16";"2012-08-17";"xl";89.9;4;"1959-04-11";2;1;17.08
749;"2012-04-01";"2012-04-04";"m";29.9;4;"?";16;0;5.68
440758;"2013-03-11";"2013-03-12";"xl";79.9;4;"1960-12-20";1;1;15.18
458628;"2013-03-19";"2013-03-21";"L";99.9;4;"1965-11-03";8;1;18.98
248429;"2012-10-14";"2012-10-17";"s";79.9;2;"1956-09-04";1;0;15.18
233579;"2012-09-29";"?";"s";24.9;4;"1971-06-21";2;0;4.73
305452;"2012-12-18";"2012-12-20";"M";119.9;4;"1955-11-01";7;0;22.78
438484;"2013-03-10";"?";"L";21.9;4;"1960-11-28";1;0;4.16
80483;"2012-06-04";"2012-06-06";"xl";49.9;4;"1971-10-05";8;1;9.48
386685;"2013-02-12";"2013-02-13";"S";59.9;4;"1969-01-09";1;1;11.38
110583;"2012-06-27";"?";"l";6.9;4;"1960-11-26";4;0;1.31
295486;"2012-12-06";"2012-12-10";"M";49.9;4;"1967-09-03";7;0;9.48
410949;"2013-03-01";"2013-03-27";"s";69.9;4;"1969-04-02";2;0;13.28
63079;"2012-05-21";"2012-06-04";"xl";24.9;4;"1977-08-12";7;0;4.73
434138;"2013-03-08";"2013-05-10";"M";59.9;4;"1971-02-04";10;0;11.38
226373;"2012-09-23";"2012-09-26";"l";39.9;4;"1956-05-13";7;1;7.58
433385;"2013-03-07";"?";"XXL";49.9;4;"1961-08-31";2;0;9.48
120262;"2012-06-30";"?";"l";4.9;4;"?";10;0;0.93
40850;"2012-05-02";"2012-06-18";"xl";69.9;4;"1943-03-30";2;0;13.28
23634;"2012-04-18";"2012-04-19";"l";21.9;4;"1960-06-01";8;0;4.16
471221;"2013-03-25";"2013-03-28";"L";29.9;4;"1973-02-14";10;1;5.68
244764;"2012-10-10";"2012-10-23";"s";29.9;3;"1963-11-18";3;1;5.68
412869;"2013-03-01";"2013-03-06";"L";34.9;4;"1967-10-10";2;0;6.63
208320;"2012-09-15";"2012-09-17";"m";69.9;4;"1969-10-10";6;0;13.28
247506;"2012-10-13";"2012-11-19";"xl";19.9;4;"1988-10-18";15;0;3.78
84997;"2012-06-08";"2012-06-13";"m";39.9;4;"1982-11-12";10;1;7.58
375214;"2013-02-02";"2013-02-06";"XL";69.9;3;"?";10;0;13.28
149561;"2012-08-03";"?";"m";79.9;4;"1975-03-15";8;0;15.18
77508;"2012-06-01";"1990-12-31";"xxl";29.9;4;"1982-05-07";2;0;5.68
15933;"2012-04-11";"2012-05-02";"xxl";39.9;4;"1962-08-02";1;0;7.58
64898;"2012-05-22";"2012-05-24";"xl";21.9;4;"1967-12-13";10;1;4.16
82286;"2012-06-05";"2012-06-07";"xl";59.9;4;"1969-09-13";1;1;11.38
264135;"2012-10-25";"2012-10-26";"m";59.9;4;"1965-02-20";1;1;11.38
397650;"2013-02-21";"2013-02-25";"XL";119.9;4;"1962-01-14";2;0;22.78
55624;"2012-05-16";"2012-05-17";"m";19.9;4;"1962-09-08";2;0;3.78
433045;"2013-03-07";"2013-03-08";"XL";24.9;4;"1972-01-09";16;1;4.73
294638;"2012-12-05";"2012-12-06";"M";119.9;4;"1962-02-05";10;1;22.78
69456;"2012-05-26";"2012-05-30";"m";24.9;4;"1957-07-26";7;0;4.73
436995;"2013-03-09";"?";"XL";169.95;4;"1958-04-10";10;0;32.29
123056;"2012-07-02";"?";"xxl";34.9;4;"1952-12-19";1;0;6.63
71065;"2012-05-27";"2012-05-30";"xl";39.9;3;"?";1;0;7.58
379292;"2013-02-06";"2013-02-07";"XL";59.9;4;"1970-04-29";2;0;11.38
108738;"2012-06-27";"?";"xl";19.9;4;"1957-03-24";8;0;3.78
149669;"2012-08-03";"2012-08-06";"l";39.9;4;"1964-12-18";7;1;7.58
263581;"2012-10-24";"2012-10-25";"m";24.9;4;"1951-03-30";10;1;4.73
164584;"2012-08-11";"2012-09-03";"m";149.9;4;"1961-06-10";1;1;28.48
72730;"2012-05-29";"2012-06-01";"l";69.9;4;"1967-07-19";8;0;13.28
130429;"2012-07-06";"2012-07-18";"xl";21.9;4;"1952-01-21";1;0;4.16
172856;"2012-08-17";"2012-08-24";"l";69.9;4;"1967-09-14";7;0;13.28
296219;"2012-12-07";"2012-12-12";"XXL";99.9;3;"1956-03-07";8;0;18.98
396559;"2013-02-20";"2013-02-21";"L";29.9;4;"1968-05-10";2;1;5.68
450323;"2013-03-15";"2013-05-06";"L";29.9;4;"1966-04-09";2;1;5.68
408014;"2013-02-27";"1990-12-31";"L";64.9;4;"1967-03-11";2;1;12.33
60742;"2012-05-20";"2012-05-22";"xl";54.9;4;"1957-11-18";12;1;10.43
329176;"2013-01-10";"2013-02-06";"XXL";16.9;4;"1952-04-24";10;1;3.21
345490;"2013-01-16";"2013-01-21";"L";44.9;4;"1967-09-16";8;1;8.53
15555;"2012-04-11";"2012-04-12";"xl";79.9;4;"1969-09-19";8;1;15.18
444660;"2013-03-12";"2013-03-15";"M";49.9;4;"?";1;1;9.48
241522;"2012-10-08";"2012-10-17";"xxl";59.9;3;"1968-07-01";7;0;11.38
130486;"2012-07-06";"2012-07-18";"m";39.9;4;"1975-12-02";8;1;7.58
417433;"2013-03-02";"2013-03-06";"M";29.9;4;"?";11;0;5.68
108139;"2012-06-27";"2012-06-29";"s";59.9;4;"1969-03-20";1;0;11.38
389382;"2013-02-14";"2013-02-18";"m";99.9;4;"1963-12-06";1;1;18.98
328142;"2013-01-10";"2013-02-06";"m";59.9;4;"1961-03-30";10;0;11.38
212662;"2012-09-16";"2012-10-26";"s";29.9;4;"1988-01-15";2;1;5.68
46207;"2012-05-07";"2012-05-09";"m";129.9;4;"1954-01-18";3;0;24.68
1790;"2012-04-02";"2012-04-06";"l";21.9;4;"1983-05-11";10;0;4.16
270416;"2012-10-31";"?";"M";79.9;4;"1972-11-02";8;0;15.18
266809;"2012-10-28";"2012-11-19";"xxl";139.9;4;"?";10;1;26.58
99482;"2012-06-22";"2012-06-26";"xxxl";49.9;3;"1965-08-19";10;0;9.48
356758;"2013-01-20";"2013-01-22";"M";19.9;4;"1954-04-07";3;0;3.78
462731;"2013-03-21";"2013-03-22";"L";16.9;4;"?";4;0;3.21
263350;"2012-10-24";"2012-10-26";"m";49.9;4;"?";11;1;9.48
81126;"2012-06-04";"1990-12-31";"m";49.9;4;"1965-08-24";7;1;9.48
287860;"2012-11-25";"2012-11-27";"XL";69.9;4;"1950-10-20";9;1;13.28
375186;"2013-02-02";"2013-02-05";"XXL";21.9;4;"1972-02-11";10;0;4.16
336182;"2013-01-12";"2013-01-14";"XL";19.9;4;"1955-10-12";13;0;3.78
105594;"2012-06-27";"2012-06-28";"xxl";9.9;4;"1972-10-11";9;1;1.88
170204;"2012-08-15";"2012-08-17";"m";29.9;4;"1957-02-19";10;0;5.68
157024;"2012-08-07";"2012-08-09";"xl";17.9;4;"1973-06-18";8;1;3.4
437875;"2013-03-09";"2013-03-13";"L";69.9;4;"1967-07-09";10;0;13.28
92173;"2012-06-15";"?";"xl";69.9;4;"1970-12-08";6;0;13.28
341740;"2013-01-14";"2013-05-07";"XXL";59.9;4;"1965-02-15";1;0;11.38
65317;"2012-05-23";"2012-05-24";"xxl";16.9;4;"1960-12-16";10;0;3.21
51842;"2012-05-13";"2012-05-16";"xl";69.9;4;"1974-05-19";4;1;13.28
45141;"2012-05-06";"2012-05-09";"l";39.9;4;"1960-10-13";4;1;7.58
442884;"2013-03-11";"2013-04-11";"XXL";34.9;4;"1973-08-11";2;1;6.63
135083;"2012-07-12";"2012-07-20";"xl";12.9;4;"1967-06-27";6;1;2.45
429791;"2013-03-06";"2013-03-08";"L";49.9;4;"1958-05-11";1;1;9.48
381063;"2013-02-07";"2013-02-08";"M";39.9;4;"1975-01-15";2;0;7.58
390645;"2013-02-15";"2013-04-09";"S";59.9;4;"1968-03-08";1;0;11.38
95465;"2012-06-19";"?";"xxl";79.9;4;"1961-01-11";1;0;15.18
23414;"2012-04-18";"?";"s";16.9;4;"1976-12-09";1;0;3.21
18852;"2012-04-14";"2012-04-17";"l";69.9;4;"1966-04-22";10;1;13.28
138487;"2012-07-20";"2012-07-23";"xl";24.9;4;"1963-10-03";15;0;4.73
171760;"2012-08-17";"2012-08-20";"s";69.9;4;"1959-08-09";8;0;13.28
365510;"2013-01-26";"2013-01-28";"XXL";79.9;4;"1966-07-26";10;0;15.18
122093;"2012-07-01";"2012-07-03";"l";19.9;4;"1973-04-09";10;0;3.78
262864;"2012-10-24";"2012-12-12";"xl";49.9;4;"1952-12-01";8;0;9.48
375232;"2013-02-02";"2013-02-06";"XL";19.9;4;"1973-05-26";6;1;3.78
323631;"2013-01-08";"2013-01-10";"L";19.9;4;"1967-04-06";2;1;3.78
94597;"2012-06-18";"2012-06-20";"l";29.9;4;"1961-08-09";1;1;5.68
477004;"2013-03-29";"2013-06-04";"m";24.9;4;"1970-04-21";8;0;4.73
210;"2012-04-01";"2012-04-03";"xl";34.9;4;"1953-10-03";10;1;6.63
95918;"2012-06-19";"?";"xl";69.9;4;"1961-11-26";15;0;13.28
322786;"2013-01-08";"2013-01-21";"M";24.9;3;"1971-12-16";1;1;4.73
8391;"2012-04-07";"2012-06-04";"s";89.9;4;"1963-09-22";13;1;17.08
12988;"2012-04-09";"2012-04-11";"xl";59.9;4;"1958-06-26";10;0;11.38
311032;"2012-12-26";"?";"M";39.9;4;"1961-09-24";8;0;7.58
292071;"2012-12-01";"2012-12-04";"L";21.9;4;"1954-12-29";8;0;4.16
118488;"2012-06-30";"2012-07-04";"l";14.9;4;"?";15;1;2.83
444193;"2013-03-12";"2013-03-14";"XL";34.9;4;"1968-03-26";2;0;6.63
338238;"2013-01-13";"2013-01-15";"L";99.9;4;"?";1;0;18.98
327546;"2013-01-10";"2013-01-11";"S";69.9;4;"1955-08-10";15;1;13.28
97065;"2012-06-20";"2012-06-21";"l";99.9;4;"1968-12-16";10;1;18.98
242591;"2012-10-08";"2012-10-11";"xl";59.9;4;"1966-12-07";1;0;11.38
474048;"2013-03-27";"2013-03-28";"XXL";79.9;4;"1971-11-16";8;0;15.18
477014;"2013-03-29";"2013-06-21";"XL";79.9;4;"1970-06-19";15;1;15.18
226633;"2012-09-24";"2012-09-25";"m";26.9;4;"1956-05-02";2;0;5.11
355773;"2013-01-20";"2013-01-23";"L";79.9;4;"1967-01-31";8;0;15.18
155365;"2012-08-06";"2012-09-20";"xxl";149.9;4;"1973-07-02";1;0;28.48
407851;"2013-02-27";"2013-03-01";"L";49.9;4;"1958-03-17";16;1;9.48
217869;"2012-09-18";"2012-09-28";"l";59.9;4;"1954-02-23";10;1;11.38
478306;"2013-03-30";"2013-04-02";"L";29.9;4;"1976-02-26";1;1;5.68
395290;"2013-02-19";"2013-02-27";"l";39.9;4;"?";4;0;7.58
245765;"2012-10-11";"2012-10-15";"xl";59.9;4;"1950-05-23";7;0;11.38
274548;"2012-11-06";"2012-11-07";"L";59.9;4;"1947-11-20";10;0;11.38
167798;"2012-08-13";"2012-11-02";"xxl";59.9;4;"1969-10-03";10;0;11.38
25306;"2012-04-20";"2012-04-25";"l";89.9;4;"1959-02-23";5;1;17.08
230845;"2012-09-27";"2012-10-02";"xl";29.9;4;"1966-03-27";2;0;5.68
252223;"2012-10-17";"2012-10-18";"xl";16.9;4;"1964-05-23";10;0;3.21
137698;"2012-07-17";"2012-08-24";"m";7.9;4;"1957-09-06";1;0;1.5
382569;"2013-02-08";"2013-02-11";"S";29.9;4;"1964-01-27";7;0;5.68
148784;"2012-08-02";"2012-08-06";"s";49.9;4;"1984-11-28";11;0;9.48
261810;"2012-10-23";"2012-10-24";"m";99.9;4;"1957-05-05";10;1;18.98
241116;"2012-10-07";"2012-10-11";"m";39.9;4;"1954-01-04";8;1;7.58
379297;"2013-02-06";"2013-02-08";"XL";59.9;4;"1965-04-06";2;0;11.38
76775;"2012-06-01";"?";"l";49.9;4;"1964-01-21";10;0;9.48
221923;"2012-09-21";"?";"xxl";39.9;4;"1964-05-16";10;0;7.58
266221;"2012-10-27";"2012-10-31";"l";89.9;4;"1968-06-16";13;1;17.08
240511;"2012-10-07";"2012-10-09";"l";21.9;4;"1965-04-02";10;0;4.16
266890;"2012-10-28";"2012-11-09";"xxl";59.9;4;"1966-12-23";15;0;11.38
343350;"2013-01-15";"2013-01-17";"XXL";74.9;4;"1972-01-04";8;0;14.23
173321;"2012-08-18";"2012-08-29";"l";21.9;4;"1962-05-18";2;0;4.16
410307;"2013-02-28";"2013-03-01";"M";49.9;4;"1965-09-11";10;0;9.48
445141;"2013-03-13";"2013-04-26";"S";89.9;3;"?";10;1;17.08
51487;"2012-05-13";"2012-05-16";"m";24.9;4;"1965-01-29";2;0;4.73
95863;"2012-06-19";"?";"xxl";16.9;4;"1964-05-14";10;0;3.21
245939;"2012-10-11";"2012-10-15";"xxl";14.9;4;"1968-01-07";7;1;2.83
159100;"2012-08-08";"2012-08-09";"m";29.9;4;"1952-09-30";1;0;5.68
237684;"2012-10-04";"2012-10-11";"xxl";49.9;4;"1958-04-18";4;1;9.48
299886;"2012-12-12";"2012-12-13";"xl";27.9;4;"1974-09-25";8;1;5.3
105027;"2012-06-27";"?";"xxl";19.9;4;"1966-06-09";2;0;3.78
364012;"2013-01-25";"2013-02-06";"S";59.9;4;"1981-03-28";1;1;11.38
70982;"2012-05-27";"2012-05-29";"xl";29.9;4;"1966-07-30";8;0;5.68
348329;"2013-01-16";"2013-01-21";"M";34.9;4;"1972-01-25";15;1;6.63
129234;"2012-07-05";"2012-07-06";"xl";69.9;4;"1964-05-23";4;0;13.28
213826;"2012-09-17";"2012-09-19";"xxl";29.9;4;"1972-08-03";15;1;5.68
358499;"2013-01-21";"2013-01-23";"XL";39.9;4;"1966-04-03";2;0;7.58
239215;"2012-10-05";"2012-10-08";"l";109.9;4;"1967-09-12";1;1;20.88
166552;"2012-08-12";"?";"xl";79.9;4;"1975-12-18";13;0;15.18
115230;"2012-06-29";"2012-07-18";"xxl";44.9;4;"1964-08-15";10;0;8.53
100942;"2012-06-24";"2012-06-27";"xl";19.9;4;"?";3;1;3.78
116132;"2012-06-29";"2012-07-18";"m";39.9;4;"1969-08-25";12;1;7.58
289107;"2012-11-26";"2012-11-27";"L";69.9;4;"1956-10-09";10;0;13.28
354739;"2013-01-19";"2013-01-23";"XL";44.9;4;"1973-01-10";7;1;8.53
52406;"2012-05-13";"2012-05-16";"m";59.9;4;"1964-11-25";10;0;11.38
263710;"2012-10-24";"2012-10-30";"xxl";359.95;4;"1957-01-29";5;0;68.39
415543;"2013-03-02";"2013-03-05";"M";29.9;4;"?";8;1;5.68
